"face_id","college_name","session_number","zone","emotion","confidence","created_at","position.x1","position.y1","position.x2","position.y2","position.center_x","position.center_y","pose.pitch","pose.yaw","pose.roll","pose.confidence"
face_IITDelhi_3_71,IIT Delhi,3,center,disgust,0.91,2024-12-30 12:57:00,213,120,318,251,265,185,5.7,10.2,-4.8,0.95
face_IITDelhi_3_72,IIT Delhi,3,left,neutral,0.93,2024-12-30 13:21:00,639,198,741,346,690,272,13.85,-3.48,10.66,0.9
face_IITDelhi_3_73,IIT Delhi,3,left,fear,0.92,2024-12-30 13:20:00,633,209,755,373,694,291,-8.21,-2.98,7.21,0.93
face_IITDelhi_3_74,IIT Delhi,3,right,neutral,0.95,2024-12-30 13:12:00,262,146,365,273,313,209,6.55,-19.97,-10.77,0.97
face_IITDelhi_3_75,IIT Delhi,3,left,neutral,0.91,2024-12-30 13:10:00,206,270,344,439,275,354,2.79,-4.2,4.3,0.95
face_IITDelhi_3_76,IIT Delhi,3,left,neutral,0.87,2024-12-30 13:53:00,549,192,652,367,600,279,12.89,0,4.55,0.94
face_IITDelhi_3_77,IIT Delhi,3,center,happy,0.94,2024-12-30 12:51:00,325,101,426,279,375,190,-3.31,13.82,1.14,0.95
face_IITDelhi_3_78,IIT Delhi,3,left,neutral,0.96,2024-12-30 13:31:00,761,138,892,262,826,200,-17.91,13.3,-4.42,0.93
face_IITDelhi_3_79,IIT Delhi,3,center,angry,0.98,2024-12-30 12:36:00,516,288,638,440,577,364,6.66,-5.72,-0.84,0.97
face_IITDelhi_3_80,IIT Delhi,3,right,happy,0.91,2024-12-30 12:54:00,254,173,393,331,323,252,17.48,-16.86,-4.67,0.97
face_IITDelhi_3_81,IIT Delhi,3,right,neutral,0.98,2024-12-30 13:03:00,743,184,851,330,797,257,-2.85,-27.55,5.28,0.94
face_IITDelhi_3_82,IIT Delhi,3,right,sad,0.97,2024-12-30 13:36:00,745,231,869,353,807,292,6.02,-3.23,0.32,0.97
face_IITDelhi_3_83,IIT Delhi,3,left,happy,0.95,2024-12-30 13:06:00,566,172,672,316,619,244,-3.13,-0.23,4.74,0.94
face_IITDelhi_3_84,IIT Delhi,3,right,happy,0.86,2024-12-30 13:20:00,404,220,546,361,475,290,-3.58,7.82,5.03,0.95
face_IITDelhi_3_85,IIT Delhi,3,left,neutral,0.95,2024-12-30 13:56:00,440,124,564,248,502,186,4.06,-28.91,-1.29,0.99
face_IITDelhi_3_86,IIT Delhi,3,right,neutral,0.98,2024-12-30 12:54:00,175,310,288,456,231,383,17.05,19.33,7.57,0.98
face_IITDelhi_3_87,IIT Delhi,3,right,neutral,0.99,2024-12-30 13:30:00,641,165,785,333,713,249,-3.96,2.47,4.89,0.95
face_IITDelhi_3_88,IIT Delhi,3,center,fear,0.86,2024-12-30 13:36:00,515,290,659,412,587,351,12.82,20.89,-2.26,0.96
face_IITDelhi_3_89,IIT Delhi,3,left,neutral,0.97,2024-12-30 13:39:00,511,112,654,269,582,190,25.81,-8.48,4.2,0.98
face_IITDelhi_3_90,IIT Delhi,3,center,neutral,0.94,2024-12-30 13:05:00,666,290,805,427,735,358,-3.02,-1.85,-6.2,0.95
face_IITDelhi_3_91,IIT Delhi,3,left,neutral,0.92,2024-12-30 12:48:00,768,389,909,511,838,450,0.56,-9.11,6.27,0.93
face_IITDelhi_3_92,IIT Delhi,3,right,neutral,0.98,2024-12-30 13:40:00,224,218,344,342,284,280,2.17,26.14,-1.95,0.91
face_IITDelhi_3_93,IIT Delhi,3,center,angry,0.91,2024-12-30 13:28:00,555,361,677,506,616,433,-0.86,-14.96,1.76,0.98
face_IITDelhi_3_94,IIT Delhi,3,right,neutral,0.98,2024-12-30 13:47:00,535,253,639,376,587,314,15.59,-5.61,0.5,0.94
face_IITDelhi_3_95,IIT Delhi,3,right,surprise,0.98,2024-12-30 13:13:00,749,328,858,497,803,412,13.18,-4.51,-0.82,0.91
face_IITDelhi_3_96,IIT Delhi,3,right,neutral,0.97,2024-12-30 13:21:00,366,273,493,421,429,347,-4.36,1.37,-2.95,0.98
face_IITDelhi_3_97,IIT Delhi,3,center,sad,0.98,2024-12-30 13:16:00,582,248,720,384,651,316,-2.62,-0.2,3.05,0.9
face_IITDelhi_3_98,IIT Delhi,3,left,neutral,0.94,2024-12-30 13:35:00,736,396,870,547,803,471,16.46,-1.37,-2.38,0.91
face_IITDelhi_3_99,IIT Delhi,3,center,surprise,0.96,2024-12-30 13:40:00,674,187,779,356,726,271,13.54,17.96,7.53,0.91
face_IITDelhi_3_100,IIT Delhi,3,left,neutral,0.89,2024-12-30 13:17:00,122,257,253,417,187,337,5.53,3.22,1.06,0.98
face_IITDelhi_3_101,IIT Delhi,3,left,neutral,0.99,2024-12-30 13:00:00,516,168,651,288,583,228,0.34,8.32,-5.19,0.97
face_IITDelhi_3_102,IIT Delhi,3,left,surprise,0.9,2024-12-30 12:45:00,190,374,324,497,257,435,4.62,-28.53,0.71,0.98
face_IITDelhi_3_103,IIT Delhi,3,center,neutral,0.85,2024-12-30 13:27:00,614,390,743,557,678,473,3.54,1.16,3.77,0.98
face_IITDelhi_3_104,IIT Delhi,3,right,sad,0.95,2024-12-30 13:24:00,437,116,538,270,487,193,1.23,-8.55,-2.23,0.99
face_IITDelhi_3_105,IIT Delhi,3,left,surprise,0.96,2024-12-30 13:09:00,290,265,399,436,344,350,4.93,7.36,-2.3,0.96
face_IITDelhi_3_106,IIT Delhi,3,center,neutral,0.98,2024-12-30 12:40:00,347,242,471,421,409,331,17.35,-17.11,10.78,0.95
face_IITDelhi_3_107,IIT Delhi,3,center,neutral,0.99,2024-12-30 12:30:00,783,287,915,434,849,360,8.82,-26.71,1.12,0.91
face_IITDelhi_3_108,IIT Delhi,3,right,angry,0.95,2024-12-30 13:20:00,774,173,903,318,838,245,13.32,-5.29,-3.26,1
face_IITDelhi_3_109,IIT Delhi,3,center,surprise,0.94,2024-12-30 13:05:00,384,264,496,405,440,334,-1.99,8.12,3.78,0.94
face_IITDelhi_3_110,IIT Delhi,3,right,surprise,0.92,2024-12-30 12:35:00,723,333,835,458,779,395,10.47,-10.09,-4.19,0.92
face_IITDelhi_3_111,IIT Delhi,3,center,happy,0.89,2024-12-30 13:47:00,307,157,442,312,374,234,9.12,-18.73,5.92,0.95
face_IITDelhi_3_112,IIT Delhi,3,center,surprise,0.96,2024-12-30 12:40:00,707,399,848,560,777,479,8.07,-7.71,1.68,0.96
face_IITDelhi_3_113,IIT Delhi,3,center,neutral,0.91,2024-12-30 13:42:00,796,244,915,422,855,333,2.43,-14.28,-8.69,0.9
face_IITDelhi_3_114,IIT Delhi,3,center,neutral,0.87,2024-12-30 13:30:00,685,290,809,442,747,366,12.05,-20.81,-1,0.99
face_IITDelhi_4_1,IIT Delhi,4,right,surprise,0.86,2024-12-30 14:32:00,596,125,707,256,651,190,11.13,15.82,-0.81,0.97
face_IITDelhi_4_2,IIT Delhi,4,right,happy,0.95,2024-12-30 14:25:00,164,365,303,515,233,440,0.76,5.16,0.63,0.91
face_IITDelhi_4_3,IIT Delhi,4,right,neutral,0.88,2024-12-30 14:28:00,254,185,375,357,314,271,4.7,2.71,-6.65,0.99
face_IITDelhi_4_4,IIT Delhi,4,center,neutral,0.94,2024-12-30 15:38:00,105,168,209,339,157,253,10,3.16,-0.9,0.93
face_IITDelhi_4_5,IIT Delhi,4,center,sad,0.9,2024-12-30 14:34:00,410,141,518,286,464,213,13.49,-18.83,-2.81,0.95
face_IITDelhi_4_6,IIT Delhi,4,left,neutral,0.95,2024-12-30 14:59:00,293,214,423,383,358,298,16.54,1.42,-2.48,0.97
face_IITDelhi_4_7,IIT Delhi,4,right,happy,0.92,2024-12-30 14:35:00,337,361,475,493,406,427,6.03,25.87,-7.83,0.97
face_IITDelhi_4_8,IIT Delhi,4,center,neutral,0.9,2024-12-30 15:27:00,126,180,237,351,181,265,18.85,-0.53,-0.64,0.99
face_IITDelhi_4_9,IIT Delhi,4,left,happy,0.86,2024-12-30 14:24:00,114,386,236,517,175,451,8.57,8.14,1.7,0.99
face_IITDelhi_4_10,IIT Delhi,4,right,neutral,0.94,2024-12-30 14:33:00,156,128,288,261,222,194,-18.48,1.27,-2.34,0.98
face_IITDelhi_4_11,IIT Delhi,4,center,angry,0.86,2024-12-30 14:33:00,402,186,523,359,462,272,15.86,-13.17,-1.21,0.94
face_IITDelhi_4_12,IIT Delhi,4,right,neutral,0.91,2024-12-30 14:18:00,545,317,658,473,601,395,17.6,21.27,-6.33,0.98
face_IITDelhi_4_13,IIT Delhi,4,center,neutral,0.91,2024-12-30 15:08:00,158,172,273,301,215,236,11.01,20.05,7.99,0.94
face_IITDelhi_4_14,IIT Delhi,4,center,fear,0.97,2024-12-30 15:39:00,402,153,549,326,475,239,-17.42,-6.81,3.1,0.99
face_IITDelhi_4_15,IIT Delhi,4,center,neutral,0.92,2024-12-30 14:57:00,139,184,272,329,205,256,17.13,-0.41,3.49,0.98
face_IITDelhi_4_16,IIT Delhi,4,right,surprise,0.91,2024-12-30 14:44:00,734,282,856,440,795,361,26.53,-16.83,-3.6,0.99
face_IITDelhi_4_17,IIT Delhi,4,left,happy,0.89,2024-12-30 14:51:00,683,163,797,319,740,241,-11.34,4.85,5.41,0.91
face_IITDelhi_4_18,IIT Delhi,4,left,sad,0.98,2024-12-30 15:17:00,231,221,332,354,281,287,9.69,13.3,-2.42,0.93
face_IITDelhi_4_19,IIT Delhi,4,center,angry,0.89,2024-12-30 14:52:00,562,387,707,525,634,456,14.22,-1.79,-0.46,0.94
face_IITDelhi_4_20,IIT Delhi,4,left,neutral,0.9,2024-12-30 15:27:00,332,133,443,253,387,193,5.83,11.76,-9.92,0.94
face_IITDelhi_4_21,IIT Delhi,4,right,sad,0.91,2024-12-30 14:39:00,256,380,405,521,330,450,4.09,-7.84,-2.24,0.9
face_IITDelhi_4_22,IIT Delhi,4,right,neutral,0.91,2024-12-30 14:50:00,256,301,404,474,330,387,-25.06,-29.33,9.77,0.98
face_IITDelhi_4_23,IIT Delhi,4,left,neutral,0.88,2024-12-30 15:05:00,352,307,458,430,405,368,1.5,16.48,-4.14,0.94
face_IITDelhi_4_24,IIT Delhi,4,right,happy,0.89,2024-12-30 15:21:00,407,313,513,442,460,377,-14.34,-20.83,-0.61,0.95
face_IITDelhi_4_25,IIT Delhi,4,center,happy,0.91,2024-12-30 14:24:00,271,100,404,228,337,164,2.46,11.34,9.99,0.94
face_IITDelhi_4_26,IIT Delhi,4,center,happy,0.88,2024-12-30 14:35:00,261,290,366,421,313,355,-11.68,15.18,-1.35,0.98
face_IITDelhi_4_27,IIT Delhi,4,center,happy,0.9,2024-12-30 15:07:00,110,356,251,519,180,437,6.3,-6.29,4.39,0.96
face_IITDelhi_4_28,IIT Delhi,4,right,surprise,0.9,2024-12-30 14:38:00,450,109,568,232,509,170,15.62,5.79,2.82,0.94
face_IITDelhi_4_29,IIT Delhi,4,center,surprise,0.94,2024-12-30 14:19:00,697,366,818,539,757,452,-19.08,4.25,-0.58,0.96
face_IITDelhi_4_30,IIT Delhi,4,left,happy,0.97,2024-12-30 14:54:00,297,201,432,360,364,280,6.07,-13.43,-3.56,0.97
face_IITDelhi_4_31,IIT Delhi,4,left,angry,0.87,2024-12-30 15:30:00,513,127,656,303,584,215,6.87,4.44,-9.13,0.95
face_IITDelhi_4_32,IIT Delhi,4,left,neutral,0.91,2024-12-30 14:45:00,576,365,721,494,648,429,17.8,8.86,-1.6,0.91
face_IITDelhi_4_33,IIT Delhi,4,center,neutral,0.87,2024-12-30 15:43:00,184,274,291,435,237,354,5.98,-18.58,2.62,0.9
face_IITDelhi_4_34,IIT Delhi,4,right,neutral,0.88,2024-12-30 14:15:00,473,173,615,310,544,241,-12.19,-33.69,-6.19,0.95
face_IITDelhi_4_35,IIT Delhi,4,left,happy,0.92,2024-12-30 15:04:00,282,366,415,531,348,448,10.21,-8.85,6.15,0.91
face_IITDelhi_4_36,IIT Delhi,4,left,neutral,0.95,2024-12-30 15:19:00,131,116,249,245,190,180,-13.75,-10.95,2.07,1
face_IITDelhi_4_37,IIT Delhi,4,left,surprise,0.86,2024-12-30 15:23:00,719,179,862,357,790,268,2.03,-7.14,4,0.97
face_IITDelhi_4_38,IIT Delhi,4,right,neutral,0.96,2024-12-30 14:28:00,488,146,622,304,555,225,3.56,9.3,-6.82,0.95
face_IITDelhi_4_39,IIT Delhi,4,left,neutral,0.89,2024-12-30 14:45:00,480,385,593,515,536,450,27.11,18.5,8.21,1
face_IITDelhi_4_40,IIT Delhi,4,center,happy,0.98,2024-12-30 15:19:00,250,284,366,417,308,350,10.65,-10.11,-5.78,0.97
face_IITDelhi_4_41,IIT Delhi,4,center,surprise,0.86,2024-12-30 14:57:00,574,372,711,521,642,446,8.44,-8.04,-2.25,0.99
face_IITDelhi_4_42,IIT Delhi,4,center,neutral,0.93,2024-12-30 15:27:00,324,167,435,299,379,233,-13.98,32.99,-1.53,0.95
face_IITDelhi_4_43,IIT Delhi,4,right,neutral,0.97,2024-12-30 14:52:00,227,198,373,364,300,281,3.29,-17.47,-5.36,1
face_IITDelhi_4_44,IIT Delhi,4,right,neutral,0.91,2024-12-30 14:59:00,164,184,282,362,223,273,-9.47,-2.14,4.13,0.92
face_IITDelhi_4_45,IIT Delhi,4,center,happy,0.97,2024-12-30 15:41:00,196,156,343,291,269,223,1.66,-38.69,1.74,0.92
face_IITDelhi_4_46,IIT Delhi,4,right,surprise,0.94,2024-12-30 15:29:00,514,277,661,425,587,351,-7.43,2.3,1.83,0.98
face_IITDelhi_4_47,IIT Delhi,4,left,neutral,0.88,2024-12-30 15:23:00,231,166,358,291,294,228,24.16,3.96,9.17,0.98
face_IITDelhi_4_48,IIT Delhi,4,center,neutral,0.97,2024-12-30 14:50:00,469,334,591,473,530,403,4.21,2.06,2.7,0.91
face_IITDelhi_4_49,IIT Delhi,4,center,neutral,1,2024-12-30 15:03:00,554,145,700,301,627,223,25.33,-12.96,-0.78,0.96
face_IITDelhi_4_50,IIT Delhi,4,right,sad,0.96,2024-12-30 15:27:00,292,282,411,431,351,356,7.46,-8.07,6.14,0.98
face_IITDelhi_4_51,IIT Delhi,4,center,neutral,0.97,2024-12-30 14:33:00,520,273,634,397,577,335,15.63,7.16,-0.23,0.98
face_IITDelhi_4_52,IIT Delhi,4,right,neutral,0.89,2024-12-30 14:47:00,350,321,463,478,406,399,14.6,7.31,4.32,0.97
face_IITDelhi_4_53,IIT Delhi,4,right,neutral,0.86,2024-12-30 15:20:00,105,100,230,270,167,185,-7.93,2.81,6.84,0.94
face_IITDelhi_4_54,IIT Delhi,4,left,neutral,0.87,2024-12-30 15:17:00,344,319,451,448,397,383,-8.8,5.87,-6.05,0.91
face_IITDelhi_4_55,IIT Delhi,4,right,neutral,0.96,2024-12-30 14:43:00,458,343,569,495,513,419,11.77,3.31,7.18,0.9
face_IITDelhi_4_56,IIT Delhi,4,right,sad,0.86,2024-12-30 15:25:00,528,376,673,526,600,451,4.79,2.38,3.51,0.93
face_IITDelhi_4_57,IIT Delhi,4,left,angry,0.95,2024-12-30 15:30:00,697,227,831,348,764,287,9.48,1.98,-2.74,0.9
face_IITDelhi_4_58,IIT Delhi,4,right,neutral,0.89,2024-12-30 14:57:00,514,190,621,319,567,254,11.61,-3.14,1.23,0.95
face_IITDelhi_4_59,IIT Delhi,4,center,neutral,0.91,2024-12-30 14:19:00,426,300,536,454,481,377,-6.87,-28.59,6.36,0.93
face_IITDelhi_4_60,IIT Delhi,4,left,neutral,1,2024-12-30 15:22:00,614,302,723,481,668,391,4.07,8.54,3.8,1
face_IITDelhi_4_61,IIT Delhi,4,center,angry,0.9,2024-12-30 14:22:00,683,345,806,477,744,411,16.39,20.7,-0.74,0.92
face_IITDelhi_4_62,IIT Delhi,4,right,happy,0.98,2024-12-30 15:09:00,383,137,520,282,451,209,-6.12,-11.44,4.74,0.91
face_IITDelhi_4_63,IIT Delhi,4,left,sad,0.89,2024-12-30 15:11:00,671,247,783,371,727,309,15.65,2.89,3.09,0.92
face_IITDelhi_4_64,IIT Delhi,4,left,sad,0.97,2024-12-30 14:15:00,238,127,383,249,310,188,11.61,-1.73,-4.37,0.9
face_IITDelhi_4_65,IIT Delhi,4,right,neutral,0.93,2024-12-30 15:07:00,201,166,322,334,261,250,-1.62,22.17,3.58,0.92
face_IITDelhi_4_66,IIT Delhi,4,right,neutral,0.91,2024-12-30 14:35:00,392,108,512,238,452,173,12.36,11.33,2.58,0.96
face_IITDelhi_4_67,IIT Delhi,4,right,neutral,0.93,2024-12-30 14:17:00,158,293,292,472,225,382,-14.93,-15.45,-0.9,0.95
face_IITDelhi_4_68,IIT Delhi,4,center,neutral,0.98,2024-12-30 15:42:00,322,112,431,235,376,173,1.65,-26.52,1.17,0.92
face_IITDelhi_4_69,IIT Delhi,4,left,neutral,0.94,2024-12-30 15:10:00,493,259,606,422,549,340,18.48,10.97,6.81,0.98
face_IITDelhi_4_70,IIT Delhi,4,center,neutral,0.86,2024-12-30 14:51:00,684,314,814,455,749,384,-4.87,-13.71,0.4,0.94
face_IITDelhi_4_71,IIT Delhi,4,center,surprise,0.96,2024-12-30 14:25:00,219,149,347,282,283,215,-8.77,-4.94,-0.9,0.97
face_IITDelhi_4_72,IIT Delhi,4,left,neutral,0.95,2024-12-30 14:53:00,591,175,735,306,663,240,2.19,0.76,-3.18,0.92
face_IITDelhi_4_73,IIT Delhi,4,left,sad,0.89,2024-12-30 14:28:00,635,215,779,382,707,298,9.8,-6.32,4.07,0.91
face_IITDelhi_4_74,IIT Delhi,4,left,neutral,0.86,2024-12-30 14:36:00,221,165,356,293,288,229,7.82,-10.14,-1.06,0.91
face_IITDelhi_4_75,IIT Delhi,4,center,sad,0.91,2024-12-30 14:16:00,152,260,291,406,221,333,-2.37,-7.58,-1.59,0.94
face_IITDelhi_4_76,IIT Delhi,4,left,neutral,0.91,2024-12-30 14:25:00,199,182,316,330,257,256,2.26,9.44,6.15,0.99
face_IITDelhi_4_77,IIT Delhi,4,center,sad,0.89,2024-12-30 15:02:00,684,164,830,313,757,238,31.93,-22.09,2.58,0.97
face_IITDelhi_4_78,IIT Delhi,4,center,happy,0.89,2024-12-30 15:41:00,259,189,373,367,316,278,10.49,28.85,0.04,0.97
face_IITDelhi_4_79,IIT Delhi,4,left,neutral,0.94,2024-12-30 14:47:00,642,177,791,311,716,244,1.51,-0.83,-0.11,0.95
face_IITDelhi_4_80,IIT Delhi,4,left,sad,0.98,2024-12-30 15:07:00,410,184,557,341,483,262,4.57,15.41,5.05,0.93
face_IITDelhi_4_81,IIT Delhi,4,center,angry,0.94,2024-12-30 14:21:00,520,134,623,263,571,198,6.5,14.69,-4.9,0.9
face_IITDelhi_4_82,IIT Delhi,4,center,surprise,0.91,2024-12-30 14:45:00,645,225,774,401,709,313,6.19,-9.19,-8.29,0.91
face_IITDelhi_4_83,IIT Delhi,4,center,neutral,0.95,2024-12-30 14:16:00,360,245,478,368,419,306,21.74,22.66,1.4,0.93
face_IITDelhi_4_84,IIT Delhi,4,right,surprise,0.93,2024-12-30 14:54:00,353,334,470,484,411,409,-13.66,9.38,4.4,0.91
face_IITDelhi_4_85,IIT Delhi,4,center,surprise,0.9,2024-12-30 14:50:00,481,147,626,282,553,214,5.65,-14.85,2.51,1
face_IITDelhi_4_86,IIT Delhi,4,right,neutral,0.99,2024-12-30 15:24:00,792,309,908,475,850,392,9.67,-16.45,-10.54,0.92
face_IITDelhi_4_87,IIT Delhi,4,center,neutral,0.95,2024-12-30 14:24:00,173,145,307,274,240,209,19.42,9.81,-5.1,0.98
face_IITDelhi_4_88,IIT Delhi,4,left,happy,0.96,2024-12-30 15:03:00,231,273,363,412,297,342,-4.32,-18.14,-3.99,0.98
face_IITDelhi_4_89,IIT Delhi,4,right,happy,0.91,2024-12-30 14:44:00,637,186,779,320,708,253,-9.77,12.68,-1.28,0.93
face_IITDelhi_4_90,IIT Delhi,4,left,surprise,0.88,2024-12-30 15:01:00,698,252,810,417,754,334,-12.43,7.86,-0.56,0.96
face_IITDelhi_4_91,IIT Delhi,4,right,surprise,0.87,2024-12-30 15:17:00,796,179,923,336,859,257,11.01,-29.35,3.59,0.93
face_IITDelhi_4_92,IIT Delhi,4,center,neutral,0.95,2024-12-30 14:15:00,336,238,449,380,392,309,8.67,-7.38,1.52,0.97
face_IITDelhi_4_93,IIT Delhi,4,right,neutral,0.9,2024-12-30 14:17:00,794,145,914,293,854,219,2.16,19.63,3,0.96
face_IITDelhi_4_94,IIT Delhi,4,center,neutral,0.9,2024-12-30 14:28:00,625,112,751,240,688,176,-0.94,-15.23,-5.61,0.99
face_IITDelhi_4_95,IIT Delhi,4,left,neutral,0.95,2024-12-30 15:33:00,432,123,557,243,494,183,-0.08,-5.19,-3.57,0.94
face_IITDelhi_4_96,IIT Delhi,4,left,sad,0.9,2024-12-30 14:17:00,773,340,894,479,833,409,-14.04,11.77,6.68,0.97
face_IITDelhi_4_97,IIT Delhi,4,center,surprise,0.95,2024-12-30 14:21:00,746,254,878,414,812,334,1.14,4.03,5.6,0.98
face_IITDelhi_4_98,IIT Delhi,4,center,neutral,0.97,2024-12-30 15:29:00,276,363,382,488,329,425,-4.37,-11.14,9.5,0.98
face_IITDelhi_4_99,IIT Delhi,4,right,neutral,0.95,2024-12-30 15:39:00,297,332,398,468,347,400,11.8,-14.2,4.82,0.98
face_IITDelhi_4_100,IIT Delhi,4,right,happy,0.87,2024-12-30 14:51:00,191,268,298,433,244,350,5.18,16.56,0.91,0.98
face_IITDelhi_4_101,IIT Delhi,4,center,surprise,0.85,2024-12-30 14:32:00,342,266,445,443,393,354,-6.98,-2.52,-5.18,0.91
face_IITDelhi_4_102,IIT Delhi,4,center,neutral,0.92,2024-12-30 15:05:00,571,213,673,358,622,285,8.92,6.29,-9.1,0.91
face_IITDelhi_4_103,IIT Delhi,4,center,surprise,0.89,2024-12-30 14:59:00,434,315,536,456,485,385,-1.68,12.94,0.17,0.96
face_IITDelhi_4_104,IIT Delhi,4,left,happy,0.85,2024-12-30 15:39:00,687,130,802,261,744,195,23.3,1.73,-10.63,0.94
face_IITDelhi_4_105,IIT Delhi,4,left,surprise,0.9,2024-12-30 14:27:00,481,348,613,522,547,435,34.29,-28.48,-0.12,0.94
face_IITDelhi_4_106,IIT Delhi,4,left,neutral,0.93,2024-12-30 15:36:00,719,383,827,538,773,460,-9.63,-4.2,-3.28,0.92
face_IITDelhi_4_107,IIT Delhi,4,right,surprise,0.94,2024-12-30 14:15:00,701,143,803,315,752,229,-7.98,-7.34,-3.98,0.92
face_IITDelhi_4_108,IIT Delhi,4,left,sad,0.97,2024-12-30 15:30:00,492,379,601,530,546,454,-0.28,3.42,-5.94,0.94
face_IITDelhi_4_109,IIT Delhi,4,center,neutral,0.91,2024-12-30 15:32:00,354,143,486,271,420,207,3.53,5.08,-3.1,1
face_IITDelhi_4_110,IIT Delhi,4,center,surprise,0.87,2024-12-30 15:33:00,427,235,529,390,478,312,25.85,9.67,3.77,0.91
face_IITDelhi_4_111,IIT Delhi,4,center,surprise,0.86,2024-12-30 15:19:00,674,303,784,426,729,364,-2.75,9.94,4.26,0.95
face_IITDelhi_4_112,IIT Delhi,4,left,happy,0.92,2024-12-30 14:40:00,289,301,430,439,359,370,14.78,29.68,-13.03,0.95
face_IITDelhi_5_1,IIT Delhi,5,left,neutral,0.85,2024-12-30 17:18:00,135,307,238,471,186,389,-4.97,7.61,0.72,0.99
face_IITDelhi_5_2,IIT Delhi,5,center,neutral,0.92,2024-12-30 17:03:00,410,197,538,351,474,274,7.44,-4.08,6.05,0.95
face_IITDelhi_5_3,IIT Delhi,5,center,sad,1,2024-12-30 16:14:00,388,185,509,328,448,256,-3.49,-4.23,-0.04,0.93
face_IITDelhi_5_4,IIT Delhi,5,center,neutral,0.98,2024-12-30 16:17:00,528,210,656,377,592,293,-4.34,16.9,-0.99,0.99
face_IITDelhi_5_5,IIT Delhi,5,right,neutral,0.87,2024-12-30 16:55:00,355,117,472,293,413,205,-7.91,-5.79,2.15,0.91
face_IITDelhi_5_6,IIT Delhi,5,left,happy,0.92,2024-12-30 16:13:00,702,108,838,268,770,188,-5.65,-9.68,4.89,0.9
face_IITDelhi_5_7,IIT Delhi,5,right,neutral,0.92,2024-12-30 16:06:00,762,302,869,463,815,382,11.36,3.9,3.09,0.9
face_IITDelhi_5_8,IIT Delhi,5,left,sad,0.85,2024-12-30 16:52:00,472,362,619,484,545,423,10.54,5.93,-1.22,0.93
face_IITDelhi_5_9,IIT Delhi,5,center,fear,0.95,2024-12-30 17:16:00,677,370,819,539,748,454,-18.32,17.67,9.8,0.96
face_IITDelhi_5_10,IIT Delhi,5,right,happy,0.89,2024-12-30 16:49:00,688,256,828,382,758,319,1.2,9.45,-2.22,1
face_IITDelhi_5_11,IIT Delhi,5,center,neutral,0.93,2024-12-30 16:27:00,253,263,361,383,307,323,18.13,5.21,-5.72,0.95
face_IITDelhi_5_12,IIT Delhi,5,right,neutral,0.88,2024-12-30 16:34:00,320,202,447,360,383,281,3.79,-0.44,2.59,0.99
face_IITDelhi_5_13,IIT Delhi,5,left,fear,0.9,2024-12-30 16:45:00,353,139,471,297,412,218,-6.86,10.55,1.09,0.96
face_IITDelhi_5_14,IIT Delhi,5,center,fear,0.97,2024-12-30 16:18:00,330,174,471,332,400,253,4.85,-4.14,6.95,0.98
face_IITDelhi_5_15,IIT Delhi,5,left,angry,0.87,2024-12-30 16:23:00,222,358,330,520,276,439,17.15,-18.69,-3.52,0.98
face_IITDelhi_5_16,IIT Delhi,5,center,neutral,0.92,2024-12-30 16:17:00,678,136,783,267,730,201,12.28,-16.31,-1.39,0.9
face_IITDelhi_5_17,IIT Delhi,5,center,neutral,0.88,2024-12-30 17:22:00,391,313,494,460,442,386,0.03,24.35,-1.99,0.99
face_IITDelhi_5_18,IIT Delhi,5,center,fear,0.96,2024-12-30 16:03:00,621,252,729,421,675,336,-4.98,-8.56,-9.34,0.99
face_IITDelhi_5_19,IIT Delhi,5,center,disgust,0.85,2024-12-30 16:16:00,323,127,461,286,392,206,9.37,-6.38,-10.17,0.94
face_IITDelhi_5_20,IIT Delhi,5,center,neutral,0.91,2024-12-30 17:01:00,118,327,247,449,182,388,20.68,9.88,-1.51,0.92
face_IITDelhi_5_21,IIT Delhi,5,left,neutral,0.97,2024-12-30 16:50:00,591,293,707,466,649,379,10.19,-20.26,-7.26,0.9
face_IITDelhi_5_22,IIT Delhi,5,left,happy,0.89,2024-12-30 17:20:00,175,278,320,455,247,366,1.27,17.79,3.81,0.91
face_IITDelhi_5_23,IIT Delhi,5,right,neutral,0.9,2024-12-30 16:26:00,426,136,526,268,476,202,-7.74,3.91,-3.13,0.97
face_IITDelhi_5_24,IIT Delhi,5,right,happy,0.95,2024-12-30 17:28:00,200,180,335,321,267,250,6.7,3.77,-8.14,0.96
face_IITDelhi_5_25,IIT Delhi,5,right,happy,0.96,2024-12-30 16:29:00,156,283,261,447,208,365,2.74,3.9,-0.29,0.92
face_IITDelhi_5_26,IIT Delhi,5,left,surprise,0.87,2024-12-30 17:03:00,188,235,312,376,250,305,29.05,9.9,-12.16,0.93
face_IITDelhi_5_27,IIT Delhi,5,center,sad,0.97,2024-12-30 16:24:00,413,300,535,462,474,381,-9.61,2.03,3.6,0.98
face_IITDelhi_5_28,IIT Delhi,5,right,neutral,0.93,2024-12-30 16:42:00,718,174,851,300,784,237,-0.47,24.1,6.29,0.98
face_IITDelhi_5_29,IIT Delhi,5,right,angry,0.94,2024-12-30 17:29:00,102,346,211,488,156,417,-1.2,26.6,-6.65,0.96
face_IITDelhi_5_30,IIT Delhi,5,center,neutral,0.96,2024-12-30 16:09:00,292,311,414,462,353,386,-6.92,-12.32,-5.88,0.93
